label	ID	parent_term
ATG4A/PPME1 protein level ratio in blood	OBA_2054108	protein measurement (EFO_0004747)
ATG4A/TPMT protein level ratio in blood	OBA_2054109	protein measurement (EFO_0004747)
ATOX1/CIAPIN1 protein level ratio in blood	OBA_2054110	protein measurement (EFO_0004747)
ATOX1/GYS1 protein level ratio in blood	OBA_2054111	protein measurement (EFO_0004747)
ATOX1/MSRA protein level ratio in blood	OBA_2054112	protein measurement (EFO_0004747)
ATOX1/SNAP29 protein level ratio in blood	OBA_2054113	protein measurement (EFO_0004747)
ATOX1/SPARC protein level ratio in blood	OBA_2054114	protein measurement (EFO_0004747)
ATOX1/TJAP1 protein level ratio in blood	OBA_2054115	protein measurement (EFO_0004747)
ATOX1/TMSB10 protein level ratio in blood	OBA_2054116	protein measurement (EFO_0004747)
ATP synthase subunit O; mitochondrial measurement	EFO_0022036	protein measurement (EFO_0004747)
ATP synthase subunit beta, mitochondrial measurement	EFO_0020166	protein measurement (EFO_0004747)
ATP-citrate synthase measurement	EFO_0802292	protein measurement (EFO_0004747)
ATP-dependent DNA helicase Q1 measurement	EFO_0802293	protein measurement (EFO_0004747)
ATP-dependent RNA helicase A measurement	EFO_0802294	protein measurement (EFO_0004747)
ATP-dependent RNA helicase DDX25 measurement	EFO_0802295	protein measurement (EFO_0004747)
ATP-dependent RNA helicase DHX8 measurement	EFO_0801398	protein measurement (EFO_0004747)
ATP-dependent rna helicase ddx19b measurement	EFO_0020167	protein measurement (EFO_0004747)
ATP5IF1/CD40 protein level ratio in blood	OBA_2054117	protein measurement (EFO_0004747)
ATP5IF1/CD69 protein level ratio in blood	OBA_2054118	protein measurement (EFO_0004747)
ATP5IF1/CNST protein level ratio in blood	OBA_2054119	protein measurement (EFO_0004747)
ATP5IF1/DAPP1 protein level ratio in blood	OBA_2054120	protein measurement (EFO_0004747)
ATP5IF1/DECR1 protein level ratio in blood	OBA_2054121	protein measurement (EFO_0004747)
ATP5IF1/DIABLO protein level ratio in blood	OBA_2054122	protein measurement (EFO_0004747)
ATP5IF1/F2R protein level ratio in blood	OBA_2054123	protein measurement (EFO_0004747)
ATP5IF1/FIS1 protein level ratio in blood	OBA_2054124	protein measurement (EFO_0004747)
ATP5IF1/FXN protein level ratio in blood	OBA_2054125	protein measurement (EFO_0004747)
ATP5IF1/FYB1 protein level ratio in blood	OBA_2054126	protein measurement (EFO_0004747)
ATP5IF1/HSPA1A protein level ratio in blood	OBA_2054127	protein measurement (EFO_0004747)
ATP5IF1/LYN protein level ratio in blood	OBA_2054128	protein measurement (EFO_0004747)
ATP5IF1/MANF protein level ratio in blood	OBA_2054129	protein measurement (EFO_0004747)
ATP5IF1/METAP1D protein level ratio in blood	OBA_2054130	protein measurement (EFO_0004747)
ATP5IF1/MPIG6B protein level ratio in blood	OBA_2054131	protein measurement (EFO_0004747)
ATP5IF1/PRDX3 protein level ratio in blood	OBA_2054132	protein measurement (EFO_0004747)
ATP5IF1/SKAP2 protein level ratio in blood	OBA_2054133	protein measurement (EFO_0004747)
ATP5IF1/SNAP29 protein level ratio in blood	OBA_2054134	protein measurement (EFO_0004747)
ATPase ASNA1 measurement	EFO_0802296	protein measurement (EFO_0004747)
ATPase family AAA domain-containing protein 1 measurement	EFO_0802297	protein measurement (EFO_0004747)
ATPase family AAA domain-containing protein 2 measurement	EFO_0802298	protein measurement (EFO_0004747)
ATXN10/CASP10 protein level ratio in blood	OBA_2054135	protein measurement (EFO_0004747)
ATXN10/PMVK protein level ratio in blood	OBA_2053936	protein measurement (EFO_0004747)
ATXN10/PRTFDC1 protein level ratio in blood	OBA_2053937	protein measurement (EFO_0004747)
ATXN10/SLC27A4 protein level ratio in blood	OBA_2053938	protein measurement (EFO_0004747)
AXIN1/BACH1 protein level ratio in blood	OBA_2053468	protein measurement (EFO_0004747)
AXIN1/BANK1 protein level ratio in blood	OBA_2053469	protein measurement (EFO_0004747)
AXIN1/CALCOCO1 protein level ratio in blood	OBA_2053470	protein measurement (EFO_0004747)
AXIN1/CDKN1A protein level ratio in blood	OBA_2053471	protein measurement (EFO_0004747)
AXIN1/CLIP2 protein level ratio in blood	OBA_2053472	protein measurement (EFO_0004747)
AXIN1/DAPP1 protein level ratio in blood	OBA_2053473	protein measurement (EFO_0004747)
AXIN1/DOK2 protein level ratio in blood	OBA_2053474	protein measurement (EFO_0004747)
AXIN1/GOPC protein level ratio in blood	OBA_2053475	protein measurement (EFO_0004747)
AXIN1/HEXIM1 protein level ratio in blood	OBA_2053476	protein measurement (EFO_0004747)
AXIN1/IKBKG protein level ratio in blood	OBA_2053477	protein measurement (EFO_0004747)
AXIN1/INPPL1 protein level ratio in blood	OBA_2053478	protein measurement (EFO_0004747)
AXIN1/IRAK4 protein level ratio in blood	OBA_2053479	protein measurement (EFO_0004747)
AXIN1/ITGB1BP2 protein level ratio in blood	OBA_2053480	protein measurement (EFO_0004747)
AXIN1/MAP2K6 protein level ratio in blood	OBA_2053481	protein measurement (EFO_0004747)
AXIN1/MAVS protein level ratio in blood	OBA_2053482	protein measurement (EFO_0004747)
AXIN1/NFATC1 protein level ratio in blood	OBA_2053483	protein measurement (EFO_0004747)
AXIN1/PLXNA4 protein level ratio in blood	OBA_2053484	protein measurement (EFO_0004747)
AXIN1/SRPK2 protein level ratio in blood	OBA_2053535	protein measurement (EFO_0004747)
AXL/CD163 protein level ratio in blood	OBA_2053536	protein measurement (EFO_0004747)
AXL/GAS6 protein level ratio in blood	OBA_2053537	protein measurement (EFO_0004747)
AXL/IL18BP protein level ratio in blood	OBA_2053538	protein measurement (EFO_0004747)
AXL/MCAM protein level ratio in blood	OBA_2053539	protein measurement (EFO_0004747)
AXL/MSR1 protein level ratio in blood	OBA_2053540	protein measurement (EFO_0004747)
AXL/VCAM1 protein level ratio in blood	OBA_2053541	protein measurement (EFO_0004747)
AZU1/CEACAM8 protein level ratio in blood	OBA_2053542	protein measurement (EFO_0004747)
AZU1/MPO protein level ratio in blood	OBA_2053543	protein measurement (EFO_0004747)
AZU1/NCF2 protein level ratio in blood	OBA_2053544	protein measurement (EFO_0004747)
AZU1/PRTN3 protein level ratio in blood	OBA_2053545	protein measurement (EFO_0004747)
AZU1/RNASE3 protein level ratio in blood	OBA_2053546	protein measurement (EFO_0004747)
Abelson tyrosine-protein kinase 2 measurement	EFO_0008012	blood protein amount (OBA_VT0005416)
Agouti-related protein measurement	EFO_0008016	blood protein amount (OBA_VT0005416)
Agouti-signaling protein measurement	EFO_0801357	protein measurement (EFO_0004747)
B melanoma antigen 2 measurement	EFO_0801401	protein measurement (EFO_0004747)
B-cell antigen receptor complex-associated protein alpha chain measurement	EFO_0801402	protein measurement (EFO_0004747)
B-cell antigen receptor complex-associated protein beta chain measurement	EFO_0802300	protein measurement (EFO_0004747)
B-cell lymphoma 6 protein measurement	EFO_0021933	protein measurement (EFO_0004747)
B-cell lymphoma/leukemia 10 measurement	EFO_0801403	protein measurement (EFO_0004747)
B-cell receptor CD22 level	OBA_2045350	protein amount (OBA_VT0010120)
B-cell receptor-associated protein 29 measurement	EFO_0802301	protein measurement (EFO_0004747)
B-type natriuretic peptide to N-terminal pro B-type natriuretic peptide ratio	EFO_0008469	protein measurement (EFO_0004747)
B4GALT1/B4GAT1 protein level ratio in blood	OBA_2053547	protein measurement (EFO_0004747)
B4GALT1/IFNGR1 protein level ratio in blood	OBA_2053548	protein measurement (EFO_0004747)
B4GALT1/IL10RB protein level ratio in blood	OBA_2053549	protein measurement (EFO_0004747)
B4GALT1/LRP11 protein level ratio in blood	OBA_2053550	protein measurement (EFO_0004747)
B4GALT1/SMOC2 protein level ratio in blood	OBA_2053551	protein measurement (EFO_0004747)
B4GALT1/SPON2 protein level ratio in blood	OBA_2053552	protein measurement (EFO_0004747)
BACH1/CD2AP protein level ratio in blood	OBA_2053553	protein measurement (EFO_0004747)
BACH1/CNST protein level ratio in blood	OBA_2053554	protein measurement (EFO_0004747)
BACH1/DIABLO protein level ratio in blood	OBA_2053555	protein measurement (EFO_0004747)
BACH1/EIF4G1 protein level ratio in blood	OBA_2053556	protein measurement (EFO_0004747)
BACH1/FOXO1 protein level ratio in blood	OBA_2053557	protein measurement (EFO_0004747)
BACH1/HEXIM1 protein level ratio in blood	OBA_2053558	protein measurement (EFO_0004747)
BACH1/IKBKG protein level ratio in blood	OBA_2053559	protein measurement (EFO_0004747)
BACH1/LAT2 protein level ratio in blood	OBA_2053560	protein measurement (EFO_0004747)
BACH1/MITD1 protein level ratio in blood	OBA_2053561	protein measurement (EFO_0004747)
BACH1/NFATC1 protein level ratio in blood	OBA_2053562	protein measurement (EFO_0004747)
BACH1/PDLIM7 protein level ratio in blood	OBA_2053563	protein measurement (EFO_0004747)
BACH1/SNAP23 protein level ratio in blood	OBA_2053564	protein measurement (EFO_0004747)
BACH1/SNX9 protein level ratio in blood	OBA_2053565	protein measurement (EFO_0004747)
BACH1/SRPK2 protein level ratio in blood	OBA_2053566	protein measurement (EFO_0004747)
BACH1/TBC1D5 protein level ratio in blood	OBA_2053567	protein measurement (EFO_0004747)
BAG family molecular chaperone regulator 3 measurement	EFO_0802302	protein measurement (EFO_0004747)
BAG family molecular chaperone regulator 4 measurement	EFO_0802303	protein measurement (EFO_0004747)
BAG6/BMP6 protein level ratio in blood	OBA_2053568	protein measurement (EFO_0004747)
BAG6/USP8 protein level ratio in blood	OBA_2053569	protein measurement (EFO_0004747)
BAG6/WASF1 protein level ratio in blood	OBA_2053570	protein measurement (EFO_0004747)
BAIAP2/MME protein level ratio in blood	OBA_2053571	protein measurement (EFO_0004747)
BANK1/BCR protein level ratio in blood	OBA_2053572	protein measurement (EFO_0004747)
BANK1/CALCOCO1 protein level ratio in blood	OBA_2053573	protein measurement (EFO_0004747)
BANK1/FOXO1 protein level ratio in blood	OBA_2053574	protein measurement (EFO_0004747)
BANK1/GOPC protein level ratio in blood	OBA_2053575	protein measurement (EFO_0004747)
BANK1/HEXIM1 protein level ratio in blood	OBA_2053576	protein measurement (EFO_0004747)
BANK1/IKBKG protein level ratio in blood	OBA_2053577	protein measurement (EFO_0004747)
BANK1/INPPL1 protein level ratio in blood	OBA_2053578	protein measurement (EFO_0004747)
BANK1/IRAK4 protein level ratio in blood	OBA_2053579	protein measurement (EFO_0004747)
BANK1/LBR protein level ratio in blood	OBA_2053580	protein measurement (EFO_0004747)
BANK1/NFATC1 protein level ratio in blood	OBA_2053581	protein measurement (EFO_0004747)
BANK1/SH2B3 protein level ratio in blood	OBA_2053582	protein measurement (EFO_0004747)
BANK1/TXLNA protein level ratio in blood	OBA_2053583	protein measurement (EFO_0004747)
BAX/MAX protein level ratio in blood	OBA_2053584	protein measurement (EFO_0004747)
BAX/PMVK protein level ratio in blood	OBA_2053610	protein measurement (EFO_0004747)
BAX/PRTFDC1 protein level ratio in blood	OBA_2053611	protein measurement (EFO_0004747)
BCAM/CDH5 protein level ratio in blood	OBA_2053612	protein measurement (EFO_0004747)
BCAM/CLEC14A protein level ratio in blood	OBA_2053613	protein measurement (EFO_0004747)
BCAM/EPO protein level ratio in blood	OBA_2053614	protein measurement (EFO_0004747)
BCAM/ICAM4 protein level ratio in blood	OBA_2053615	protein measurement (EFO_0004747)
BCAM/LGALS4 protein level ratio in blood	OBA_2053616	protein measurement (EFO_0004747)
BCAM/NOTCH1 protein level ratio in blood	OBA_2053617	protein measurement (EFO_0004747)
BCAM/PCDH17 protein level ratio in blood	OBA_2053618	protein measurement (EFO_0004747)
BCAM/SEMA7A protein level ratio in blood	OBA_2053619	protein measurement (EFO_0004747)
BCAN/CD200 protein level ratio in blood	OBA_2053620	protein measurement (EFO_0004747)
BCAN/DPP6 protein level ratio in blood	OBA_2053327	protein measurement (EFO_0004747)
BCAN/KLK6 protein level ratio in blood	OBA_2053328	protein measurement (EFO_0004747)
BCAN/MOG protein level ratio in blood	OBA_2053329	protein measurement (EFO_0004747)
BCAN/NCAN protein level ratio in blood	OBA_2053330	protein measurement (EFO_0004747)
BCAN/NPTXR protein level ratio in blood	OBA_2053331	protein measurement (EFO_0004747)
BCL-2-like protein 1 measurement	EFO_0020177	protein measurement (EFO_0004747)
BCL-2-related protein A1 measurement	EFO_0020178	protein measurement (EFO_0004747)
BCL2/adenovirus E1B 19 kDa protein-interacting protein 3 measurement	EFO_0802304	protein measurement (EFO_0004747)
BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like measurement	EFO_0802305	protein measurement (EFO_0004747)
BCL2L11/ITGA6 protein level ratio in blood	OBA_2053332	protein measurement (EFO_0004747)
BCL2L11/RAB6A protein level ratio in blood	OBA_2053333	protein measurement (EFO_0004747)
BCL2L11/VASH1 protein level ratio in blood	OBA_2053334	protein measurement (EFO_0004747)
BCR/CLIP2 protein level ratio in blood	OBA_2053235	protein measurement (EFO_0004747)
BCR/DAPP1 protein level ratio in blood	OBA_2053236	protein measurement (EFO_0004747)
BCR/DCTN1 protein level ratio in blood	OBA_2053237	protein measurement (EFO_0004747)
BCR/DECR1 protein level ratio in blood	OBA_2053238	protein measurement (EFO_0004747)
BCR/FOXO1 protein level ratio in blood	OBA_2053239	protein measurement (EFO_0004747)
BCR/GOPC protein level ratio in blood	OBA_2053240	protein measurement (EFO_0004747)
BCR/GRAP2 protein level ratio in blood	OBA_2053241	protein measurement (EFO_0004747)
BCR/ICA1 protein level ratio in blood	OBA_2053242	protein measurement (EFO_0004747)
BCR/ITGB1BP2 protein level ratio in blood	OBA_2053243	protein measurement (EFO_0004747)
BCR/MITD1 protein level ratio in blood	OBA_2053244	protein measurement (EFO_0004747)
BCR/NFATC1 protein level ratio in blood	OBA_2053245	protein measurement (EFO_0004747)
BCR/PLXNA4 protein level ratio in blood	OBA_2053246	protein measurement (EFO_0004747)
BCR/TXLNA protein level ratio in blood	OBA_2053247	protein measurement (EFO_0004747)
BCR/VASH1 protein level ratio in blood	OBA_2053248	protein measurement (EFO_0004747)
BDNF/NT-3 growth factors receptor level	OBA_2050163	protein amount (OBA_VT0010120)
BET1-like protein measurement	EFO_0802307	protein measurement (EFO_0004747)
BH3-interacting domain death agonist measurement	EFO_0021994	protein measurement (EFO_0004747)
BIN2/CIAPIN1 protein level ratio in blood	OBA_2053249	protein measurement (EFO_0004747)
BIN2/CNST protein level ratio in blood	OBA_2053250	protein measurement (EFO_0004747)
BIN2/CORO1A protein level ratio in blood	OBA_2053251	protein measurement (EFO_0004747)
BIN2/EREG protein level ratio in blood	OBA_2053252	protein measurement (EFO_0004747)
BIN2/F11R protein level ratio in blood	OBA_2053253	protein measurement (EFO_0004747)
BIN2/FYB1 protein level ratio in blood	OBA_2053254	protein measurement (EFO_0004747)
BIN2/HARS1 protein level ratio in blood	OBA_2053255	protein measurement (EFO_0004747)
BIN2/MESD protein level ratio in blood	OBA_2053256	protein measurement (EFO_0004747)
BIN2/NCK2 protein level ratio in blood	OBA_2053257	protein measurement (EFO_0004747)
BIN2/PDLIM7 protein level ratio in blood	OBA_2053258	protein measurement (EFO_0004747)
BIN2/PLA2G4A protein level ratio in blood	OBA_2053259	protein measurement (EFO_0004747)
BIN2/SNAP29 protein level ratio in blood	OBA_2053285	protein measurement (EFO_0004747)
BIN2/STIP1 protein level ratio in blood	OBA_2053286	protein measurement (EFO_0004747)
BIN2/TBC1D23 protein level ratio in blood	OBA_2053287	protein measurement (EFO_0004747)
BIN2/TJAP1 protein level ratio in blood	OBA_2053288	protein measurement (EFO_0004747)
BIN2/TMSB10 protein level ratio in blood	OBA_2053289	protein measurement (EFO_0004747)
BIN2/VTA1 protein level ratio in blood	OBA_2053290	protein measurement (EFO_0004747)
BIRC2/CD40LG protein level ratio in blood	OBA_2053291	protein measurement (EFO_0004747)
BLMH/EGFR protein level ratio in blood	OBA_2053292	protein measurement (EFO_0004747)
BLMH/PEAR1 protein level ratio in blood	OBA_2053293	protein measurement (EFO_0004747)
BLMH/SERPINE1 protein level ratio in blood	OBA_2053294	protein measurement (EFO_0004747)
BLVRB/CA1 protein level ratio in blood	OBA_2053295	protein measurement (EFO_0004747)
BLVRB/CA2 protein level ratio in blood	OBA_2053296	protein measurement (EFO_0004747)
BLVRB/CA3 protein level ratio in blood	OBA_2053297	protein measurement (EFO_0004747)
BLVRB/HAGH protein level ratio in blood	OBA_2053298	protein measurement (EFO_0004747)
BLVRB/HBQ1 protein level ratio in blood	OBA_2053299	protein measurement (EFO_0004747)
BLVRB/HMBS protein level ratio in blood	OBA_2053300	protein measurement (EFO_0004747)
BLVRB/PKLR protein level ratio in blood	OBA_2053301	protein measurement (EFO_0004747)
